text,label
I'm grateful for the teacher,Grateful
I can't stand my colleagues anymore!,Anger
I really love my family,Love
I feel so sad about my roommate,Sadness
I feel so sad about my life,Sadness
I'm so angry at the situation!,Anger
Wow! I didn't expect my siblings,Surprise
I feel so alone because of my school,Loneliness
Wow! I didn't expect the situation,Surprise
I feel so alone because of my grades,Loneliness
Wow! I didn't expect my life,Surprise
I feel exhausted because of the situation,Overwhelmed
I'm grateful for the situation,Grateful
the results is so frustrating,Frustration
Why does my parents always happen?,Frustration
I really appreciate my future,Grateful
I'm grateful for the assignment,Grateful
I feel so sad about the results,Sadness
I can't stop crying because of the results,Sadness
I can't stand my grades anymore!,Anger
I'm grateful for my colleagues,Grateful
I hope my project will get better,Hopeful
I feel optimistic about my siblings,Hopeful
my grades means the world to me,Love
I feel so sad about my project,Sadness
Thank you my family for everything,Grateful
my exams means the world to me,Love
Why does my siblings always happen?,Frustration
I feel so alone because of my colleagues,Loneliness
my siblings broke my heart,Sadness
I can't handle my future anymore,Overwhelmed
I wish I had someone to talk to about the assignment,Loneliness
Why does my roommate always happen?,Frustration
I can't stop crying because of the situation,Sadness
my colleagues made my day!,Joy
my roommate is too much for me,Overwhelmed
I'm grateful for my school,Grateful
Nobody cares about my team,Loneliness
I really appreciate my school,Grateful
Maybe my grades will improve,Hopeful
Wow! I didn't expect the assignment,Surprise
my grades means the world to me,Love
I'm scared of my school,Fear
I can't believe my colleagues!,Surprise
Maybe my future will improve,Hopeful
I wish I had someone to talk to about my friend,Loneliness
Nobody cares about my family,Loneliness
I really love my team,Love
I care so much about my family,Love
my parents broke my heart,Sadness
I wish I had someone to talk to about my school,Loneliness
my parents means the world to me,Love
I can't handle the results anymore,Overwhelmed
I feel so happy about my parents,Joy
I feel so alone because of my family,Loneliness
I wish I had someone to talk to about my siblings,Loneliness
I care so much about my friend,Love
I feel nervous about the teacher,Fear
I can't believe the teacher!,Surprise
my future means the world to me,Love
Thank you my siblings for everything,Grateful
I care so much about my siblings,Love
my siblings made my day!,Joy
my future is too much for me,Overwhelmed
I really love my grades,Love
I can't deal with my friend,Frustration
I can't stand my family anymore!,Anger
I'm thrilled because the assignment,Joy
I can't stop crying because of my grades,Sadness
I feel optimistic about my parents,Hopeful
I feel so happy about my parents,Joy
my team makes me anxious,Fear
I feel so sad about my roommate,Sadness
my team is too much for me,Overwhelmed
Wow! I didn't expect my siblings,Surprise
I feel so sad about the results,Sadness
my project broke my heart,Sadness
Wow! I didn't expect my exams,Surprise
Why does my team always happen?,Frustration
my siblings made my day!,Joy
Maybe my project will improve,Hopeful
I wish I had someone to talk to about my life,Loneliness
I feel exhausted because of my school,Overwhelmed
I'm thrilled because my colleagues,Joy
Thank you my team for everything,Grateful
I feel exhausted because of my roommate,Overwhelmed
I'm scared of my project,Fear
I'm thrilled because my colleagues,Joy
I can't believe my family!,Surprise
I wish I had someone to talk to about my exams,Loneliness
my future means the world to me,Love
I feel so sad about the teacher,Sadness
my future totally surprised me,Surprise
I really love my roommate,Love
my parents is so frustrating,Frustration
Why does my parents always make me upset?,Anger
Nobody cares about my project,Loneliness
Thank you my grades for everything,Grateful
Maybe my future will improve,Hopeful
I can't stand my exams anymore!,Anger
I feel so sad about my grades,Sadness
I feel so alone because of my grades,Loneliness
I feel so happy about my colleagues,Joy
I can't stand my siblings anymore!,Anger
I really love the teacher,Love
I'm scared of the assignment,Fear
Thank you my exams for everything,Grateful
I feel so happy about my colleagues,Joy
I feel so alone because of my life,Loneliness
I hope my exams will get better,Hopeful
my siblings is so frustrating,Frustration
I'm so angry at my family!,Anger
my school totally surprised me,Surprise
Thank you my team for everything,Grateful
my life made my day!,Joy
I hope my exams will get better,Hopeful
I can't stand the teacher anymore!,Anger
I feel optimistic about my life,Hopeful
my roommate broke my heart,Sadness
Maybe the situation will improve,Hopeful
my siblings is so frustrating,Frustration
the teacher is so frustrating,Frustration
my project is too much for me,Overwhelmed
my life broke my heart,Sadness
the assignment is so frustrating,Frustration
my family makes me anxious,Fear
I feel optimistic about the results,Hopeful
I can't stop crying because of my exams,Sadness
I feel so sad about the results,Sadness
I really love the assignment,Love
the teacher made my day!,Joy
I feel so happy about my exams,Joy
I feel so happy about my life,Joy
I really appreciate my roommate,Grateful
Wow! I didn't expect my colleagues,Surprise
I'm so angry at the assignment!,Anger
Why does my parents always happen?,Frustration
Thank you my siblings for everything,Grateful
I'm grateful for my school,Grateful
the results made my day!,Joy
I hope the assignment will get better,Hopeful
I can't believe my future!,Surprise
I feel nervous about my future,Fear
I feel so alone because of my life,Loneliness
my roommate totally surprised me,Surprise
I feel so alone because of the assignment,Loneliness
Nobody cares about my roommate,Loneliness
the situation means the world to me,Love
my siblings totally surprised me,Surprise
my grades totally surprised me,Surprise
Why does my future always happen?,Frustration
I can't stop crying because of the teacher,Sadness
my grades broke my heart,Sadness
I can't deal with the assignment,Frustration
I really appreciate my project,Grateful
I can't believe my school!,Surprise
I really appreciate my friend,Grateful
Nobody cares about my parents,Loneliness
I feel nervous about the teacher,Fear
I really appreciate my future,Grateful
I feel nervous about my project,Fear
I'm thrilled because my friend,Joy
I feel exhausted because of the teacher,Overwhelmed
I feel optimistic about my siblings,Hopeful
I feel so sad about my grades,Sadness
I feel optimistic about the situation,Hopeful
my family is so frustrating,Frustration
I really appreciate my grades,Grateful
my friend broke my heart,Sadness
the assignment totally surprised me,Surprise
I feel optimistic about the assignment,Hopeful
the assignment made my day!,Joy
Maybe the situation will improve,Hopeful
Why does the situation always happen?,Frustration
Why does my family always happen?,Frustration
my team makes me anxious,Fear
I can't handle my colleagues anymore,Overwhelmed
I can't stand the situation anymore!,Anger
I feel nervous about my parents,Fear
Why does my life always happen?,Frustration
I feel so sad about my siblings,Sadness
I'm scared of my life,Fear
I feel exhausted because of my life,Overwhelmed
my family makes me anxious,Fear
I can't stop crying because of my family,Sadness
Why does my future always make me upset?,Anger
Maybe my friend will improve,Hopeful
my project is so frustrating,Frustration
the situation is too much for me,Overwhelmed
I can't believe my siblings!,Surprise
Nobody cares about my roommate,Loneliness
I care so much about my grades,Love
I really appreciate my grades,Grateful
Why does my exams always happen?,Frustration
I feel so alone because of my parents,Loneliness
the results totally surprised me,Surprise
my parents makes me anxious,Fear
I can't stop crying because of my siblings,Sadness
I can't stand my parents anymore!,Anger
I feel so sad about my project,Sadness
Why does my team always make me upset?,Anger
I'm thrilled because the results,Joy
my family is so frustrating,Frustration
my parents made my day!,Joy
my friend broke my heart,Sadness
the situation means the world to me,Love
Why does my family always make me upset?,Anger
I can't handle my future anymore,Overwhelmed
I feel optimistic about my future,Hopeful
I can't deal with my exams,Frustration
I hope my exams will get better,Hopeful
my siblings totally surprised me,Surprise
I can't believe the situation!,Surprise
Thank you my parents for everything,Grateful
my colleagues means the world to me,Love
my siblings makes me anxious,Fear
I can't believe my siblings!,Surprise
I can't stop crying because of my project,Sadness
my grades is too much for me,Overwhelmed
I feel so alone because of my family,Loneliness
Why does the results always happen?,Frustration
my parents is so frustrating,Frustration
my school is too much for me,Overwhelmed
I feel so sad about my life,Sadness
I care so much about my school,Love
I feel so sad about my life,Sadness
I'm thrilled because my friend,Joy
I can't stop crying because of my colleagues,Sadness
I really appreciate my project,Grateful
